,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
861,GO:BP,GO:0006935,chemotaxis,0.0019844979555190545,True,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",455,229,13,26963,0.056768558951965066,0.02857142857142857,query_1,"['GO:0042221', 'GO:0042330']",Glut-M3
862,GO:BP,GO:0046209,nitric oxide metabolic process,0.0019955064150283764,True,"""The chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]",94,229,6,26963,0.026200873362445413,0.06382978723404255,query_1,['GO:2001057'],Glut-M3
863,GO:BP,GO:0098609,cell-cell adhesion,0.0020032608589558836,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",935,229,20,26963,0.08733624454148471,0.0213903743315508,query_1,['GO:0007155'],Glut-M3
864,GO:BP,GO:0046879,hormone secretion,0.0020067568266097222,True,"""The regulated release of hormones, substances with a specific regulatory effect on a particular organ or group of cells."" [ISBN:0198506732]",395,229,12,26963,0.05240174672489083,0.030379746835443037,query_1,"['GO:0009914', 'GO:0023061']",Glut-M3
865,GO:BP,GO:0009712,catechol-containing compound metabolic process,0.002016354298389942,True,"""The chemical reactions and pathways involving a compound containing a pyrocatechol (1,2-benzenediol) nucleus or substituent."" [GOC:sm, ISBN:0198547684]",60,229,5,26963,0.021834061135371178,0.08333333333333333,query_1,['GO:0018958'],Glut-M3
866,GO:BP,GO:0045778,positive regulation of ossification,0.002016354298389942,True,"""Any process that activates or increases the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:go_curators]",60,229,5,26963,0.021834061135371178,0.08333333333333333,query_1,"['GO:0001503', 'GO:0030278', 'GO:0051240']",Glut-M3
867,GO:BP,GO:0006584,catecholamine metabolic process,0.002016354298389942,True,"""The chemical reactions and pathways involving any of a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:jl, ISBN:0198506732]",60,229,5,26963,0.021834061135371178,0.08333333333333333,query_1,"['GO:0006576', 'GO:0009712']",Glut-M3
868,GO:BP,GO:0030199,collagen fibril organization,0.002016354298389942,True,"""Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix."" [GOC:mah, ISBN:0815316194]",60,229,5,26963,0.021834061135371178,0.08333333333333333,query_1,"['GO:0030198', 'GO:0097435']",Glut-M3
869,GO:BP,GO:0042330,taxis,0.0020225284761027865,True,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",457,229,13,26963,0.056768558951965066,0.028446389496717725,query_1,"['GO:0009605', 'GO:0040011']",Glut-M3
870,GO:BP,GO:0030278,regulation of ossification,0.002034976480062117,True,"""Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:go_curators]",135,229,7,26963,0.03056768558951965,0.05185185185185185,query_1,"['GO:0001503', 'GO:0051239']",Glut-M3
871,GO:BP,GO:0051223,regulation of protein transport,0.0020405119688017698,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",521,229,14,26963,0.0611353711790393,0.026871401151631478,query_1,"['GO:0015031', 'GO:0051049', 'GO:0070201']",Glut-M3
872,GO:BP,GO:0060341,regulation of cellular localization,0.002080937077127489,True,"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]",1090,229,22,26963,0.09606986899563319,0.02018348623853211,query_1,"['GO:0032879', 'GO:0050794', 'GO:0051641']",Glut-M3
873,GO:BP,GO:0040008,regulation of growth,0.002117623653420799,True,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",656,229,16,26963,0.06986899563318777,0.024390243902439025,query_1,"['GO:0040007', 'GO:0050789']",Glut-M3
874,GO:BP,GO:0006814,sodium ion transport,0.002131151260767506,True,"""The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",231,229,9,26963,0.039301310043668124,0.03896103896103896,query_1,['GO:0030001'],Glut-M3
875,GO:BP,GO:2001057,reactive nitrogen species metabolic process,0.002151028829089415,True,"""The chemical reactions and pathways involving a reactive nitrogen species."" [GOC:obol]",96,229,6,26963,0.026200873362445413,0.0625,query_1,['GO:0008152'],Glut-M3
876,GO:BP,GO:0042327,positive regulation of phosphorylation,0.002151028829089415,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",590,229,15,26963,0.06550218340611354,0.025423728813559324,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']",Glut-M3
877,GO:BP,GO:0055074,calcium ion homeostasis,0.0021652437472851065,True,"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]",341,229,11,26963,0.048034934497816595,0.03225806451612903,query_1,"['GO:0055080', 'GO:0098771']",Glut-M3
878,GO:BP,GO:0006812,monoatomic cation transport,0.0022992594753157027,True,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",1023,229,21,26963,0.09170305676855896,0.020527859237536656,query_1,['GO:0006811'],Glut-M3
879,GO:BP,GO:0003407,neural retina development,0.002367163032898144,True,"""The progression of the neural retina over time from its initial formation to the mature structure. The neural retina is the part of the retina that contains neurons and photoreceptor cells."" [GOC:ascb_2009, GOC:dph, GOC:tb]",98,229,6,26963,0.026200873362445413,0.061224489795918366,query_1,"['GO:0048856', 'GO:0060041']",Glut-M3
880,GO:BP,GO:0030001,metal ion transport,0.002367163032898144,True,"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",877,229,19,26963,0.08296943231441048,0.021664766248574687,query_1,['GO:0006812'],Glut-M3
881,GO:BP,GO:0030003,intracellular monoatomic cation homeostasis,0.002367163032898144,True,"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]",530,229,14,26963,0.0611353711790393,0.026415094339622643,query_1,"['GO:0006873', 'GO:0055080']",Glut-M3
882,GO:BP,GO:0060348,bone development,0.002367163032898144,True,"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]",235,229,9,26963,0.039301310043668124,0.03829787234042553,query_1,"['GO:0001501', 'GO:0048513']",Glut-M3
883,GO:BP,GO:0050433,regulation of catecholamine secretion,0.0024336711435910528,True,"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]",63,229,5,26963,0.021834061135371178,0.07936507936507936,query_1,"['GO:0050432', 'GO:0051952', 'GO:1903530']",Glut-M3
884,GO:BP,GO:0009914,hormone transport,0.0024376397250667984,True,"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]",406,229,12,26963,0.05240174672489083,0.029556650246305417,query_1,"['GO:0006810', 'GO:0010817']",Glut-M3
885,GO:BP,GO:0048704,embryonic skeletal system morphogenesis,0.002479052090348369,True,"""The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]",99,229,6,26963,0.026200873362445413,0.06060606060606061,query_1,"['GO:0048562', 'GO:0048705', 'GO:0048706']",Glut-M3
886,GO:BP,GO:0003231,cardiac ventricle development,0.002541449383696901,True,"""The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."" [GOC:mtg_heart]",141,229,7,26963,0.03056768558951965,0.04964539007092199,query_1,['GO:0003205'],Glut-M3
887,GO:BP,GO:0035691,macrophage migration inhibitory factor signaling pathway,0.0025818373297933845,True,"""The series of molecular signals initiated by macrophage migration inhibitory factor binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:signaling, PMID:12782713, PMID:19413900]",3,229,2,26963,0.008733624454148471,0.6666666666666666,query_1,['GO:0019221'],Glut-M3
888,GO:BP,GO:2000446,regulation of macrophage migration inhibitory factor signaling pathway,0.0025818373297933845,True,"""Any process that modulates the frequency, rate or extent of macrophage migration inhibitory factor signaling pathway."" [GOC:obol]",3,229,2,26963,0.008733624454148471,0.6666666666666666,query_1,"['GO:0001959', 'GO:0035691']",Glut-M3
889,GO:BP,GO:0016049,cell growth,0.0025918460753078945,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",536,229,14,26963,0.0611353711790393,0.026119402985074626,query_1,"['GO:0009987', 'GO:0040007']",Glut-M3
890,GO:BP,GO:0048762,mesenchymal cell differentiation,0.0026236053723215753,True,"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]",239,229,9,26963,0.039301310043668124,0.03765690376569038,query_1,"['GO:0030154', 'GO:0060485']",Glut-M3
891,GO:BP,GO:0043412,macromolecule modification,0.002627642209859883,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",2821,229,42,26963,0.18340611353711792,0.01488833746898263,query_1,['GO:0043170'],Glut-M3
892,GO:BP,GO:0001764,neuron migration,0.002734248373678394,True,"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]",190,229,8,26963,0.034934497816593885,0.042105263157894736,query_1,"['GO:0016477', 'GO:0048699']",Glut-M3
893,GO:BP,GO:0006940,regulation of smooth muscle contraction,0.002734248373678394,True,"""Any process that modulates the frequency, rate or extent of smooth muscle contraction."" [GOC:go_curators]",65,229,5,26963,0.021834061135371178,0.07692307692307693,query_1,"['GO:0006937', 'GO:0006939']",Glut-M3
894,GO:BP,GO:0048645,animal organ formation,0.002734248373678394,True,"""The process pertaining to the initial formation of an animal organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. Organs are a natural part or structure in an animal or a plant, capable of performing some special action (termed its function), which is essential to the life or well-being of the whole. The heart and lungs are organs of animals, and the petal and leaf are organs of plants. In animals the organs are generally made up of several tissues, one of which usually predominates, and determines the principal function of the organ."" [GOC:dph, GOC:jid]",65,229,5,26963,0.021834061135371178,0.07692307692307693,query_1,"['GO:0009887', 'GO:0048646']",Glut-M3
